,installation_id,airly_sensor,sponsor,elevation,geolocation_latitude,geolocation_longitude,address_country,address_city,address_street,address_number
0,9088,True,Intelisense Multisolutions,509.69,9.030633,7.502158,Nigeria,,,
1,7649,True,aplicazion.es,589.77,40.385406,-3.698069,Spain,Madrid,Calle de Sebastián Gómez,5
2,7648,True,aplicazion.es,587.82,40.385926,-3.697885,Spain,Madrid,Calle de Sebastián Gómez,5
3,9075,True,ubiwhere,42.9,40.19201,-8.414504,Portugal,Coimbra,Rua Pedro Hispano,12
4,7663,True,iSensoring,9.02,41.398124,2.202391,Spain,Barcelona,Carrer de la Llacuna,11
5,9035,True,HERON,170.95,37.997338,23.769205,Greece,Athina,Leoforos Kifisias,140
6,8000,True,KROMBERG & SCHUBERT MAKEDONIJA DOOEL Bitola,646.34,41.029527,21.315387,Macedonia (FYROM),Bitola,13th of July,44
7,7974,True,ПЛАТФОРМА ЗЕМИ ЗДИВ,624.73,41.023949,21.327849,Macedonia (FYROM),Bitola,Niko Fundali,27
8,7976,True,ПЛАТФОРМА ЗЕМИ ЗДИВ,621.71,41.030109,21.330305,Macedonia (FYROM),Manastiri,Tsar Samoil,78
9,7975,True,ПЛАТФОРМА ЗЕМИ ЗДИВ,615.37,41.028503,21.335998,Macedonia (FYROM),Bitola,Shirok Sokak,67
10,10158,False,European Environment Agency,616.88,41.030279,21.33667,North Macedonia,Bitola,Dobrivoe Radosavljevikj,21
11,7998,True,KROMBERG & SCHUBERT MAKEDONIJA DOOEL Bitola,667.08,41.03674,21.324666,Macedonia (FYROM),Bitola,Atanas Trpchevski - Tase,22
12,7948,True,GIPS PROM DOOEL BITOLA,605.94,41.031459,21.343802,Macedonia (FYROM),Bitola,Cvetan Dimov,51
13,8002,True,KROMBERG & SCHUBERT MAKEDONIJA DOOEL Bitola,626.12,41.037774,21.339239,Macedonia (FYROM),Bitola,7th of July,2
14,8906,True,СН ОСИГУРИТЕЛЕН БРОКЕР АД БИТОЛА,589.47,41.040107,21.351151,North Macedonia,Bitola,Prilepska,65
15,10154,False,European Environment Agency,586.67,41.039999,21.3564,North Macedonia,Bitola,Industriska BB,b.b.
16,10156,False,European Environment Agency,1284.33,41.535829,20.6989,North Macedonia,Llazaropole,Unnamed Road,
17,10166,False,European Environment Agency,618.25,41.514449,20.95862,North Macedonia,Kichevo,Janko Mihajloski,
18,5720,True,"Environmental Informatics Research Group, Dept. of Mechanical Engineering, Aristotle University of Thessaloniki",33.46,40.626802,22.961171,Greece,Thessaloniki,3is Septemvriou,
19,8137,True,Nikusevski Toni - Toneli,530.71,41.792062,20.907962,North Macedonia,Gostivar,Major Cede Filiposki,66
20,10159,False,European Environment Agency,272.11,41.440559,22.007229,North Macedonia,Kavadartsi,Boulevard Cvetan Dimov,1
21,10167,False,European Environment Agency,463.22,41.997589,20.965179,North Macedonia,Tetovo,Boulevard Vidoe Smilevski Bato,1200
22,7864,True,Nikusevski Toni - Toneli,469.46,42.004015,20.965344,Macedonia (FYROM),Tetovë,Ilindenit,141
23,10164,False,European Environment Agency,312.6,41.705829,21.76529,North Macedonia,Veles,Роса Плавева,7
24,7692,True,Nikusevski Toni - Toneli,254.15,42.000362,21.38956,Macedonia (FYROM),Skopje,Московска,9
25,10160,False,European Environment Agency,255.6,42.005999,21.387,North Macedonia,Skopje,Volgogradska,8
26,10157,False,European Environment Agency,248.67,41.991999,21.422999,North Macedonia,Skopje,Mother Teresa,2
27,10168,False,European Environment Agency,234.82,41.978329,21.47,North Macedonia,Skopje,Crnorizec Hrabar,24a
28,10155,False,European Environment Agency,249.21,41.999169,21.44084,North Macedonia,Skopje,,
29,10161,False,European Environment Agency,251.28,42.003609,21.46362,North Macedonia,Skopje,Lazar Pop Trajkov,22
30,7424,True,Nikusevski Toni - Toneli,303.44,42.015171,21.453322,Macedonia (FYROM),Skopje,Zenichka,29
31,10162,False,European Environment Agency,268.39,41.987439,21.6525,North Macedonia,,A2,
32,7549,True,Internavigare Srl,321.16,45.750636,9.009174,Italy,Bulgarograsso,,
33,10165,False,European Environment Agency,335.89,42.135559,21.714739,North Macedonia,Kumanovo,Karl Marks,11
34,10254,False,European Environment Agency,425.32,46.162599,6.00518,Switzerland,Avully,Chemin des Meurons,
35,9067,True,Internavigare Srl,301.38,45.777068,9.076356,Italy,Como,Via Acquanera,73
36,10255,False,European Environment Agency,424.9,46.195599,6.21125,Switzerland,Thônex,Chemin du Foron,24
37,10270,False,European Environment Agency,388.98,46.207799,6.14113,Switzerland,Genève,Rue Argand,3
38,10163,False,European Environment Agency,357.76,41.913889,22.415849,North Macedonia,Kochani,Plachkovica,7
39,10262,False,European Environment Agency,436.2,46.231099,6.07417,Switzerland,Meyrin,Avenue de Vaudagne,15
40,10269,False,European Environment Agency,459.15,46.138999,7.14833,Switzerland,Saxon,Route des Pras-Longs,92
41,10246,False,European Environment Agency,284.39,46.011099,8.95717,Switzerland,Lugano,,
42,10273,False,European Environment Agency,302.21,46.025899,8.96752,Switzerland,Lugano,Via Giovanni Maraini,11
43,10277,False,European Environment Agency,200.48,46.160399,8.93394,Switzerland,Cadenazzo,Ala Mota di Zopp,2
44,10260,False,European Environment Agency,537.15,46.521999,6.6397,Switzerland,Lausanne,Rue Docteur César-Roux,34
45,10268,False,European Environment Agency,599.48,46.535799,6.6223,Switzerland,Lausanne,Chemin des Bossons,2
46,10265,False,European Environment Agency,486.57,46.813099,6.94448,Switzerland,Payerne,Chemin de l'Aérologie,1
47,10257,False,European Environment Agency,544.35,46.950999,7.44087,Switzerland,Bern,Bollwerk,27
48,10275,False,European Environment Agency,554.65,46.963099,7.46252,Switzerland,Bern,Morgartenstrasse,2P
49,10252,False,European Environment Agency,545.02,46.976399,7.47872,Switzerland,Ittigen,Rain,7
50,10256,False,European Environment Agency,1135.36,47.049499,6.97921,Switzerland,Savagnier,Route de Chaumont,118
51,10258,False,European Environment Agency,444.85,47.045799,8.30439,Switzerland,Luzern,Moosstrasse,2
52,10249,False,European Environment Agency,474.45,47.067699,8.300678,Switzerland,Ebikon,Rathausenstrasse,30
53,10250,False,European Environment Agency,1015.52,47.067399,8.46333,Switzerland,Küssnacht,Seebodenalp,16
54,10271,False,European Environment Agency,792.57,47.189599,8.17544,Switzerland,Gunzwil,Blosenberg,
55,10248,False,European Environment Agency,416.39,47.370899,8.52354,Switzerland,Zürich,Seebahnstrasse,33
56,10251,False,European Environment Agency,411.46,47.377599,8.53041,Switzerland,Zürich,Kanonengasse,20
57,10261,False,European Environment Agency,613.26,47.381499,8.56592,Switzerland,Zürich,Heubeeriweg,30
58,10263,False,European Environment Agency,445.32,47.386799,8.539809,Switzerland,Zürich,Stampfenbachstrasse,144
59,10272,False,European Environment Agency,439.34,47.395199,8.526079,Switzerland,Zürich,1,22
60,10247,False,European Environment Agency,432.88,47.402899,8.613399,Switzerland,Dübendorf,Überland Strasse,129
61,10267,False,European Environment Agency,313.88,47.541099,7.58328,Switzerland,Binningen,Venusstrasse,7
62,10276,False,European Environment Agency,257.24,47.565899,7.58208,Switzerland,Basel,Rheinschanze,2
63,10264,False,European Environment Agency,433.49,47.438699,8.570119,Switzerland,Kloten,Balz-Zimmermannstrasse,7
64,10253,False,European Environment Agency,258.8,47.566999,7.594709,Switzerland,Basel,Feldbergstrasse,99
65,9449,False,Umweltbundesamnt,276.32,47.588152,7.633271,Germany,Weil am Rhein,Schutzackerstraße,41
66,10259,False,European Environment Agency,913.41,47.406699,9.39438,Switzerland,St. Gallen,Stueleggweg,30
67,10266,False,European Environment Agency,536.95,47.479799,8.90468,Switzerland,Aadorf,,
68,10274,False,European Environment Agency,437.87,47.508199,8.72035,Switzerland,Winterthur,Schützenstrasse,73A
69,10245,False,European Environment Agency,682.63,47.427099,9.37399,Switzerland,St. Gallen,Augustinergasse,25
70,9294,False,Umweltbundesamnt,223.29,47.819018,7.567969,Germany,Neuenburg am Rhein,Freiburger Straße,23
71,9132,False,Umweltbundesamnt,896.82,47.809892,7.764528,Germany,Münstertal/Schwarzwald,Kälbelescheuer,1A
72,9485,False,Umweltbundesamnt,412.75,47.557472,9.688869,Germany,Lindau (Bodensee),Friedrichshafener Straße,20
73,9322,False,Umweltbundesamnt,400.28,47.664361,9.169289,Germany,Konstanz,Wallgutstraße,21
74,9216,False,Umweltbundesamnt,401.69,47.660056,9.485675,Germany,Friedrichshafen,Goethestraße,5/1
75,9420,False,Umweltbundesamnt,1174.71,47.518013,10.404232,Germany,Bad Hindelang,Riedlesweg,5
76,9277,False,Umweltbundesamnt,1207.65,47.913256,7.908035,Germany,Oberried,Schauinslandweg,2
77,9594,False,Umweltbundesamnt,731.88,47.47706,11.05722,Germany,Garmisch-Partenkirchen,Tegernauweg,1
78,9543,False,Umweltbundesamnt,289.63,47.988199,7.85992,Germany,Freiburg im Breisgau,Sternwaldstraße,7
79,9480,False,Umweltbundesamnt,260.84,48.001511,7.832122,Germany,Freiburg im Breisgau,Fehrenbachallee,14
80,9522,False,Umweltbundesamnt,681.48,47.72514,10.306561,Germany,Kempten (Allgäu),Bodmanstraße,28
81,9207,False,Umweltbundesamnt,698.84,48.048656,8.463597,Germany,Villingen-Schwenningen,Unterer Dammweg,3
82,9279,False,Umweltbundesamnt,461.71,48.22915,8.39062,Germany,Schramberg,Oberndorfer Straße,94
83,9468,False,Umweltbundesamnt,469.99,47.648459,12.188324,Germany,Oberaudorf,Auenstraße,13
84,9351,False,Umweltbundesamnt,533.42,48.089885,9.800325,Germany,Biberach an der Riß,Hans-Liebherr-Straße,32
85,9000,True,AIRPARIF,47.6,48.83856,2.412761,France,Paris,Rue Edouard Lartet,1
86,8998,True,AIRPARIF,47.6,48.83856,2.412761,France,Paris,Rue Edouard Lartet,1
87,8999,True,AIRPARIF,47.6,48.83856,2.412761,France,Paris,Rue Edouard Lartet,1
88,8825,True,AIRPARIF,43.7,48.849023,2.365182,France,Paris,Rue Crillon,7
89,9331,False,Umweltbundesamnt,699.45,47.968752,11.220172,Germany,Andechs,Rothenfeld,3
90,9506,False,Umweltbundesamnt,797.27,48.345778,9.207639,Germany,Sonnenbühl,Unnamed Road,
91,9190,False,Umweltbundesamnt,467.09,47.73344,12.891241,Germany,Bad Reichenhall,Kirchholzstraße,3
92,9376,False,Umweltbundesamnt,134.17,48.578177,7.802317,Germany,Kehl,Hafenstraße,8
93,9439,False,Umweltbundesamnt,324.02,48.507703,9.051178,Germany,Tübingen,Derendinger Straße,86
94,9477,False,Umweltbundesamnt,388.81,48.488887,9.20732,Germany,Reutlingen,L383,11
95,9527,False,Umweltbundesamnt,382.13,48.48933,9.21079,Germany,Reutlingen,Lederstraße,84
96,9318,False,Umweltbundesamnt,342.42,48.520229,9.05802,Germany,Tübingen,Mühlstraße,8
97,9501,False,Umweltbundesamnt,479.56,48.396836,9.979031,Germany,Ulm,Böblingerstraße,27
98,9198,False,Umweltbundesamnt,472.63,48.397079,10.008293,Germany,Neu-Ulm,Gabelsbergerstraße,2
99,9497,False,Umweltbundesamnt,524.05,48.137252,11.564924,Germany,München,Sonnenstraße,15
100,9521,False,Umweltbundesamnt,524.14,48.149606,11.536513,Germany,München,Landshuter Allee,29
101,9551,False,Umweltbundesamnt,519.07,48.154534,11.554669,Germany,München,,
102,9547,False,Umweltbundesamnt,510.96,48.18169,11.46445,Germany,München,Theodor-Kitt-Straße,2
103,9454,False,Umweltbundesamnt,510.12,48.173194,11.648036,Germany,München,Nußstraße,55
104,9364,False,Umweltbundesamnt,489.5,48.021657,12.538174,Germany,Trostberg,Schwimmbadstraße,20
105,9140,False,Umweltbundesamnt,496.95,48.326013,10.903051,Germany,Augsburg,Weddigenstraße,30
106,9159,False,Umweltbundesamnt,464.76,48.645608,8.904442,Germany,Gärtringen,Goethestraße,5356
107,9172,False,Umweltbundesamnt,499.43,48.364589,10.895029,Germany,Augsburg,Konrad-Adenauer-Allee,15
108,9210,False,Umweltbundesamnt,494.39,48.370237,10.896221,Germany,Augsburg,Karlstraße,10
109,9171,False,Umweltbundesamnt,483.61,48.376576,10.88837,Germany,Augsburg,Am Backofenwall,1
110,9319,False,Umweltbundesamnt,147.88,48.773072,8.220214,Germany,Baden-Baden,Aumattstraße,31
111,9374,False,Umweltbundesamnt,370.19,48.678069,9.227769,Germany,Filderstadt,Nürtinger Straße,87
112,9145,False,Umweltbundesamnt,309.61,48.76871,9.18449,Germany,Stuttgart,Hohenheimer Straße,64
113,9535,False,Umweltbundesamnt,392.32,48.80102,9.01652,Germany,Leonberg,Grabenstraße,1
114,9275,False,Umweltbundesamnt,249.63,48.783129,9.18072,Germany,Stuttgart,,
115,9161,False,Umweltbundesamnt,240.79,48.7881,9.19101,Germany,Stuttgart,Heilmannstraße,4B
116,9559,False,Umweltbundesamnt,412.05,48.182835,12.781387,Germany,Mehring,Scheiblbergstraße,5
117,9553,False,Umweltbundesamnt,418.89,48.177174,12.829314,Germany,Burghausen,Klausenstraße,53
118,9253,False,Umweltbundesamnt,247.54,48.8088,9.229745,Germany,Stuttgart,Seubertstraße,1
119,9135,False,Umweltbundesamnt,278.89,48.889038,8.665536,Germany,Pforzheim,Carl-Hölzle-Straße,1A
120,9369,False,Umweltbundesamnt,223.12,49.18361,6.744856,Germany,Völklingen,Hauptstraße,125
121,9155,False,Umweltbundesamnt,301.09,48.8892,9.19003,Germany,Ludwigsburg,Friedrichstraße,9
122,9445,False,Umweltbundesamnt,300.82,48.899233,9.172792,Germany,Ludwigsburg,Weimarstraße,31
123,9496,False,Umweltbundesamnt,119.38,49.00796,8.38719,Germany,Karlsruhe,L605,27
124,7862,True,Smight,153.94,49.001569,8.515658,Germany,Pfinztal,Tulpenweg,7
125,9368,False,Umweltbundesamnt,136.09,49.00371,8.52628,Germany,Pfinztal,Karlsruher Straße,86
126,8117,True,Smight,134.27,49.003931,8.526231,Germany,Pfinztal,Karlsruher Straße,81
127,7863,True,Smight,132.7,49.005113,8.530822,Germany,Pfinztal,Am Bahnhofsplatz,12
128,9490,False,Umweltbundesamnt,113.25,49.028594,8.355628,Germany,Karlsruhe,Daimlerstraße,19
129,9285,False,Umweltbundesamnt,115.86,49.052321,8.253547,Germany,Wörth am Rhein,Marktstraße,2
130,9309,False,Umweltbundesamnt,198.13,49.230739,7.003174,Germany,Saarbrücken,Paul-Marien-Straße,10
131,9411,False,Umweltbundesamnt,356.93,49.263905,6.687126,Germany,Überherrn,Orannastraße,14
132,9218,False,Umweltbundesamnt,194.1,49.233464,6.987601,Germany,Saarbrücken,Am Ludwigsplatz,15
133,9504,False,Umweltbundesamnt,210.84,49.244247,6.948776,Germany,Saarbrücken,Seebohmstraße,95
134,9202,False,Umweltbundesamnt,193.23,49.254344,6.867744,Germany,Völklingen,Lortzingstraße,1
135,9290,False,Umweltbundesamnt,109.24,49.07655,8.40666,Germany,Eggenstein-Leopoldshafen,B36,
136,9222,False,Umweltbundesamnt,316.89,49.237227,7.036322,Germany,Saarbrücken,Rostocker Straße,4
137,9431,False,Umweltbundesamnt,423.08,48.847917,10.096292,Germany,Aalen,Bahnhofstraße,115A
138,9130,False,Umweltbundesamnt,378.76,49.191996,7.614573,Germany,Pirmasens,Lemberger Straße,38
139,9208,False,Umweltbundesamnt,182.19,49.322646,6.753639,Germany,Saarlouis,Saarlouiser Straße,104
140,9479,False,Umweltbundesamnt,392.69,48.539801,12.157051,Germany,Landshut,Podewilsstraße,3
141,9433,False,Umweltbundesamnt,185.36,49.357861,6.73354,Germany,Dillingen/Saar,Roonstraße,39
142,9531,False,Umweltbundesamnt,599.92,49.270263,7.826521,Germany,Merzalben,Unnamed Road,
143,9225,False,Umweltbundesamnt,338.07,49.416884,6.552037,Germany,Rehlingen-Siersburg,L172,
144,9415,False,Umweltbundesamnt,279.07,49.362049,7.263368,Germany,Bexbach,Karlstraße,10
145,9261,False,Umweltbundesamnt,376.04,48.769444,11.428766,Germany,Ingolstadt,Esplanade,5A
146,9503,False,Umweltbundesamnt,259.75,49.399503,7.165575,Germany,Ottweiler,Martin-Luther-Straße,23
147,9263,False,Umweltbundesamnt,171.55,49.146,9.22589,Germany,Heilbronn,Gartenstraße,64
148,9342,False,Umweltbundesamnt,355.75,48.76711,11.63833,Germany,Vohburg an der Donau,B16a,
149,9532,False,Umweltbundesamnt,417.79,48.95218,10.59772,Germany,Oettingen in Bayern,August-Lutz-Straße,27
150,9201,False,Umweltbundesamnt,156.35,49.165508,9.224786,Germany,Heilbronn,Hans-Rießer-Straße,18
151,9514,False,Umweltbundesamnt,456.95,49.423136,7.293522,Germany,Dunzweiler,Unnamed Road,
152,9211,False,Umweltbundesamnt,161.69,49.300731,8.700103,Germany,Wiesloch,Heidelberger Straße,4
153,9397,False,Umweltbundesamnt,103.96,49.351142,8.423005,Germany,Speyer,Meisenweg,55
154,9549,False,Umweltbundesamnt,237.11,49.446,7.7673,Germany,Kaiserslautern,Willy-Brandt-Platz,2
155,9283,False,Umweltbundesamnt,364.22,48.853211,11.777818,Germany,Neustadt an der Donau,Ortsringstraße,20
156,9488,False,Umweltbundesamnt,294.95,48.573629,13.422039,Germany,Passau,B8,34
157,10077,False,European Environment Agency,377.79,49.719281,5.630397,Belgium,Habay,Rue du Vivier,38
158,9310,False,Umweltbundesamnt,346.94,48.909518,11.879245,Germany,Kelheim,Regensburger Straße,5
159,9510,False,Umweltbundesamnt,341.23,48.904228,11.948795,Germany,Saal an der Donau,Regensburger Straße,38
160,9259,False,Umweltbundesamnt,112.17,49.419528,8.6767,Germany,Heidelberg,Berliner Straße,50
161,9320,False,Umweltbundesamnt,95.9,49.455378,8.425833,Germany,Ludwigshafen am Rhein,Rheingönheimer Straße,20
162,9197,False,Umweltbundesamnt,96.91,49.478498,8.44385,Germany,Ludwigshafen am Rhein,K8,23
163,9265,False,Umweltbundesamnt,100.73,49.49256,8.47204,Germany,Mannheim,U2,2-4
164,9306,False,Umweltbundesamnt,93.82,49.515052,8.402374,Germany,Ludwigshafen am Rhein,Horst-Schork-Straße,92
165,9304,False,Umweltbundesamnt,101.09,49.5333,8.3553,Germany,Frankenthal,Mühlstraße,10
166,8019,True,Philips,77.3,44.374368,26.09012,Romania,București,E85,228
167,6509,True,Philips,88.94,44.440005,25.982847,Romania,București,,
168,9281,False,Umweltbundesamnt,95.11,49.544078,8.465281,Germany,Mannheim,Memeler Straße,82
169,10152,False,European Environment Agency,428.17,49.877128,5.202387,Belgium,Bertrix,Croix Dominique,
170,9250,False,Umweltbundesamnt,139.69,49.754191,6.646762,Germany,Trier,L145,35a
171,6528,True,Philips,73.14,44.371878,26.149059,Romania,Popești-Leordeni,Strada Amurgului,38
172,5629,True,Philips,88.27,44.4074,26.092287,Romania,București,Șoseaua Viilor,90
173,9836,True,Space Hub,86.63,44.423252,26.075613,Romania,București,Strada Sabinelor,121
174,8997,True,Incotroceni,75.46,44.428619,26.069495,Romania,București,Strada Grigore Romniceanu,34
175,10046,True,Incotroceni,73.34,44.433767,26.076743,Romania,București,Strada Sfântul Elefterie,10
176,6139,True,Philips,82.11,44.447962,26.061639,Romania,București,Calea Giulești,1-3
177,9453,False,Umweltbundesamnt,342.13,49.015245,12.101557,Germany,Regensburg,D.-Martin-Luther-Straße,14
178,9255,False,Umweltbundesamnt,131.68,49.783942,6.690488,Germany,Trier,Zur Wallmauer,28
179,9523,False,Umweltbundesamnt,662.0,49.741035,7.193486,Germany,Siesbach,Unnamed Road,
180,6156,True,Philips,87.03,44.464758,26.069329,Romania,București,Bulevardul Ion Mihalache,126
181,5628,True,Philips,85.37,44.45751,26.097152,Romania,București,Strada Tudor Vianu,5
182,7620,True,Philips,89.71,44.480927,26.0512,Romania,București,Strada Hrisovului,28
183,9312,False,Umweltbundesamnt,404.82,49.304889,10.572297,Germany,Ansbach,Brauhausstraße,9
184,6088,True,Philips,73.35,44.42223,26.178827,Romania,București,Bulevardul 1 Decembrie 1918,33 A
185,9840,True,Philips,84.58,44.461015,26.106977,Romania,București,Strada Barbu Văcărescu,137A
186,9284,False,Umweltbundesamnt,98.66,49.6287,8.3649,Germany,Worms,Augustinerstraße,23
187,5619,True,Philips,88.07,44.510994,26.020895,Romania,Mogoșoaia,Șoseaua București-Târgoviște,22
188,8148,True,Swarco,225.36,48.122715,16.286424,Austria,Perchtoldsdorf,Mühlgasse,86
189,5652,True,Philips,87.87,44.508683,26.089181,Romania,București,Unnamed Road,
190,9534,False,Umweltbundesamnt,112.45,49.643237,8.642,Germany,Heppenheim (Bergstraße),Lehrstraße,5
191,5719,True,Philips,92.28,44.54653,26.075081,Romania,Otopeni,Strada Polonă,25
192,9823,True,Philips,99.93,44.592875,26.01123,Romania,Tamași,Bulevardul Platanilor,48
193,9540,False,Umweltbundesamnt,346.81,49.32273,11.02792,Germany,Schwabach,Friedrich-Ebert-Straße,16
194,9460,False,Umweltbundesamnt,479.95,49.653465,8.817251,Germany,Fürth,Erzberg,1
195,9444,False,Umweltbundesamnt,361.52,49.44406,10.325,Germany,Burgbernheim,Grüne Au,8
196,10095,False,European Environment Agency,228.8,50.095683,4.594762,Belgium,Viroinval,Unnamed Road,
197,10107,False,European Environment Agency,505.78,50.027029,5.593016,Belgium,Sainte-Ode,Renuamont,
198,9463,False,Umweltbundesamnt,543.2,48.9724,13.128932,Germany,Regen,Bodenmaiser Straße,25
199,9515,False,Umweltbundesamnt,207.52,49.672507,9.001981,Germany,Michelstadt,Ludwig-Arzt-Straße,10
200,9269,False,Umweltbundesamnt,108.58,49.842136,7.866208,Germany,Bad Kreuznach,Europaplatz,1
201,9179,False,Umweltbundesamnt,819.33,48.947611,13.420573,Germany,Sankt Oswald,Unnamed Road,
202,9141,False,Umweltbundesamnt,175.23,49.634841,9.657919,Germany,Tauberbischofsheim,Pestalozziallee,2A
203,9472,False,Umweltbundesamnt,312.45,49.440478,11.036096,Germany,Nürnberg,Von-der-Tann-Straße,137
204,9195,False,Umweltbundesamnt,309.59,49.44591,11.088444,Germany,Nürnberg,Köhnstraße,14
205,9492,False,Umweltbundesamnt,89.29,49.825165,8.516798,Germany,Riedstadt,Unnamed Road,
206,9507,False,Umweltbundesamnt,303.63,49.462229,11.0248,Germany,Nürnberg,Fuchsstraße,13
207,9212,False,Umweltbundesamnt,299.28,49.47221,10.984705,Germany,Fürth,Theresienstraße,15
208,9424,False,Umweltbundesamnt,392.88,49.321955,12.128139,Germany,Schwandorf,Wackersdorfer Straße,80
209,9493,False,Umweltbundesamnt,157.21,49.869457,8.653745,Germany,Darmstadt,Wilhelm-Glässing-Straße,2
210,9464,False,Umweltbundesamnt,156.07,49.872303,8.664619,Germany,Darmstadt,Martin-Buber-Straße,22
211,10116,False,European Environment Agency,260.65,50.274477,5.235168,Belgium,Somme-Leuze,,
212,9326,False,Umweltbundesamnt,124.14,49.869422,9.171544,Germany,Kleinwallstadt,Hofstetter Straße,15
213,9516,False,Umweltbundesamnt,290.53,49.605914,10.963528,Germany,Erlangen,Kraepelinstraße,9
214,9344,False,Umweltbundesamnt,104.66,49.994975,8.273965,Germany,Mainz,Eisgrubweg,23
215,9713,False,DEFRA UK,11.57,50.371669,-4.142361,United Kingdom,,New George Street,44
216,9499,False,Umweltbundesamnt,98.46,50.001026,8.26113,Germany,Mainz,Parcusstraße,7
217,9495,False,Umweltbundesamnt,91.02,50.009954,8.265563,Germany,Mainz,Frauenlobstraße,84
218,9335,False,Umweltbundesamnt,116.86,50.017078,8.216498,Germany,Mainz,Westring,301
219,9323,False,Umweltbundesamnt,392.25,49.487982,11.786341,Germany,Sulzbach-Rosenberg,St.-Christophorus-Straße,1
220,9502,False,Umweltbundesamnt,199.75,49.790526,9.947654,Germany,Würzburg,Greisingstraße,5C
221,6154,True,Philips,177.89,44.9729,25.996723,Romania,Ploieștiori,DJ102,936
222,10118,False,European Environment Agency,156.18,50.377592,4.4247,Belgium,Charleroi,Rue du Bois Planté,228
223,9245,False,Umweltbundesamnt,229.82,49.804695,9.95642,Germany,Würzburg,Lindleinstraße,85
224,9131,False,Umweltbundesamnt,90.29,50.010325,8.451527,Germany,Raunheim,Starkenburger Straße,34
225,9751,False,DEFRA UK,108.2,50.411057,-4.130288,United Kingdom,,Smallack Close,7
226,9775,False,DEFRA UK,66.61,50.411462,-4.227678,United Kingdom,,,
227,9426,False,Umweltbundesamnt,129.69,50.050343,8.244949,Germany,Wiesbaden,Am Hohen Stein,16
228,10128,False,European Environment Agency,101.25,50.40781,4.395897,Belgium,Charleroi,Quai de Sambre,4
229,10106,False,European Environment Agency,130.29,50.409311,4.452171,Belgium,Charleroi,Boulevard Pierre Mayence,25
230,9525,False,Umweltbundesamnt,695.42,50.266499,6.3781,Germany,Auw bei Prüm,L20,
231,10099,False,European Environment Agency,498.25,50.303207,6.001736,Belgium,Vielsalm,Unnamed Road,
232,10120,False,European Environment Agency,113.31,50.416433,4.52113,Belgium,Châtelet,Rue Gendebien,29
233,9288,False,Umweltbundesamnt,154.61,50.072118,8.228864,Germany,Wiesbaden,Schiersteiner Straße,31
234,9215,False,Umweltbundesamnt,143.29,50.07719,8.230316,Germany,Wiesbaden,Rheinstraße,108
235,10105,False,European Environment Agency,129.29,50.428995,4.45868,Belgium,Charleroi,Chaussée de Châtelet,400
236,10071,False,European Environment Agency,33.42,50.465192,3.939714,Belgium,Mons,,
237,9169,False,Umweltbundesamnt,136.91,49.991518,9.117973,Germany,Aschaffenburg,Bussardweg,1
238,9147,False,Umweltbundesamnt,754.48,49.438464,12.548868,Germany,Tiefenbach,Altenschneeberg,61
239,9345,False,Umweltbundesamnt,98.75,50.075464,8.576305,Germany,Frankfurt am Main,Schwanheimer Bahnstraße,100
240,9356,False,Umweltbundesamnt,103.33,50.10175,8.542517,Germany,Frankfurt am Main,Dalbergstraße,14
241,9297,False,Umweltbundesamnt,108.45,50.101494,8.784892,Germany,Offenbach am Main,Untere Grenzstraße,22
242,9487,False,Umweltbundesamnt,124.39,50.124589,8.691911,Germany,Frankfurt am Main,Friedberger Landstraße,82
243,9386,False,Umweltbundesamnt,100.27,50.125332,8.746343,Germany,Frankfurt am Main,Hanauer Landstraße,447
244,10084,False,European Environment Agency,162.27,50.502716,4.988422,Belgium,Andenne,,
245,9779,False,DEFRA UK,124.16,50.597599,-3.71651,United Kingdom,,Unnamed Road,
246,10150,False,European Environment Agency,25.38,50.616718,3.457624,Belgium,Tournai,Vieux Chemin d'Ath,626
247,9187,False,Umweltbundesamnt,108.17,50.135769,8.92157,Germany,Hanau,Sandeldamm,5A
248,9338,False,Umweltbundesamnt,816.66,50.221941,8.446079,Germany,Glashütten,Unnamed Road,
249,9691,False,DEFRA UK,3.09,50.735453,-1.780888,United Kingdom,,,
250,9234,False,Umweltbundesamnt,401.83,49.67895,12.159361,Germany,Weiden in der Oberpfalz,Nikolaistraße,12
251,9136,False,Umweltbundesamnt,236.59,49.89833,10.887686,Germany,Bamberg,Margaretendamm,1
252,9649,False,DEFRA UK,24.95,50.739569,-1.826744,United Kingdom,,Shepherds Way,13
253,9291,False,Umweltbundesamnt,76.89,50.3544,7.596583,Germany,Koblenz,Friedrich-Ebert-Ring,16
254,9232,False,Umweltbundesamnt,78.78,50.359605,7.592515,Germany,Koblenz,Löhrstraße,30
255,10097,False,European Environment Agency,133.96,50.583614,5.397446,Belgium,Engis,Rue du Marly,2
256,9686,False,DEFRA UK,120.7,50.793699,0.18125,United Kingdom,,Unnamed Road,
257,9462,False,Umweltbundesamnt,498.05,50.16443,9.399441,Germany,Jossgrund,Unnamed Road,
258,9647,False,DEFRA UK,5.08,50.805777,0.271611,United Kingdom,,Holly Place,102
259,9621,False,DEFRA UK,4.42,50.798338,-1.095558,United Kingdom,,,
260,9446,False,Umweltbundesamnt,231.95,50.048397,10.232076,Germany,Schweinfurt,Kornmarkt,17
